DATE,CPALTT01USM657N
2011-04-01,0.6439429535456989
2011-05-01,0.4704187527233639
2011-06-01,-0.1070967056699219
2011-07-01,0.0886045666793554
2011-08-01,0.27575889023645
2011-09-01,0.1518462115694609
2011-10-01,-0.206268263335836
2011-11-01,-0.0843561330442059
2011-12-01,-0.2466516377138169
2012-01-01,0.4400191428267509
2012-02-01,0.440297355127631
2012-03-01,0.7594558623930859
2012-04-01,0.3021029504080339
2012-05-01,-0.1173479366321049
2012-06-01,-0.1466396884450489
2012-07-01,-0.162978586182561
2012-08-01,0.5565158181437089
2012-09-01,0.446221226761131
2012-10-01,-0.0388925140553232
2012-11-01,-0.4738086694881878
2012-12-01,-0.2693064490207349
2013-01-01,0.295730419292604
2013-02-01,0.8190029529268759
2013-03-01,0.2614508584374949
2013-04-01,-0.103963947708716
2013-05-01,0.178040777358723
2013-06-01,0.2399708085599498
2013-07-01,0.039399753323301
2013-08-01,0.12029315570472
2013-09-01,0.1163004485263468
2013-10-01,-0.2575283259804639
2013-11-01,-0.204242419052338
2013-12-01,-0.0085811497882589
2014-01-01,0.3720247673236048
2014-02-01,0.3697908650968729
2014-03-01,0.6440044126228239
2014-04-01,0.3296754453157729
2014-05-01,0.3492609840048699
2014-06-01,0.1862126944094109
2014-07-01,-0.0390193964161092
2014-08-01,-0.1670514165792189
2014-09-01,0.0752568824311014
2014-10-01,-0.2512277812553889
2014-11-01,-0.5399417941061189
2014-12-01,-0.567010091001089
2015-01-01,-0.4705892373473239
2015-02-01,0.4343044923772059
2015-03-01,0.5951721611097321
2015-04-01,0.2032873254587689
2015-05-01,0.509723202549469
2015-06-01,0.3502869998528119
2015-07-01,0.0067047159295661
2015-08-01,-0.141627628281935
2015-09-01,-0.155675657530359
2015-10-01,-0.0449683750446447
2015-11-01,-0.2110680379081459
2015-12-01,-0.341709643711866
2016-01-01,0.165310220906868
2016-02-01,0.0823076533454984
2016-03-01,0.4306000143392679
2016-04-01,0.4741067979104
2016-05-01,0.404579099811517
2016-06-01,0.3284366167281879
2016-07-01,-0.161813640474981
2016-08-01,0.0918430107884497
2016-09-01,0.2403995864628979
2016-10-01,0.1246748513014319
2016-11-01,-0.1555460867335139
2016-12-01,0.0327321392317517
2017-01-01,0.582772789025459
2017-02-01,0.3146117386416659
2017-03-01,0.0812797871947232
2017-04-01,0.296553336532688
2017-05-01,0.0854721826896363
2017-06-01,0.0907111014861139
2017-07-01,-0.0689922638852294
2017-08-01,0.299445229710857
2017-09-01,0.5294905893230339
2017-10-01,-0.0632042103727645
2017-11-01,0.0024324685907436
2017-12-01,-0.05878322772623
2018-01-01,0.5447745452775409
2018-02-01,0.45346899748655
2018-03-01,0.2261125904149038
2018-04-01,0.3975091563348929
2018-05-01,0.4158916925435
2018-06-01,0.1593875701543719
2018-07-01,0.006746326228517
2018-08-01,0.0555542328357295
2018-09-01,0.116202517589025
2018-10-01,0.1766763455725869
2018-11-01,-0.3349348518100969
2018-12-01,-0.319396281513109
2019-01-01,0.1906596665246839
2019-02-01,0.422705314009692
2019-03-01,0.564135835680577
2019-04-01,0.5295001612890738
2019-05-01,0.2128758589384109
2019-06-01,0.0199147181481603
2019-07-01,0.1670941622453379
2019-08-01,-0.0050668236082817
2019-09-01,0.0783448576930001
2019-10-01,0.2286190552229999
2019-11-01,-0.0536243034669465
2019-12-01,-0.0909769525053792
2020-01-01,0.3879769937814869
2020-02-01,0.2740618131495429
2020-03-01,-0.2176451031784789
2020-04-01,-0.668694186699718
2020-05-01,0.0019501616684046
2020-06-01,0.5472046927775109
2020-07-01,0.5058243501670088
2020-08-01,0.315321052408127
2020-09-01,0.13927469432666
2020-10-01,0.0414937759336148
2020-11-01,-0.0610627217844137
2020-12-01,0.0941478467042596
2021-01-01,0.425378348702726
2021-02-01,0.547438279392344
2021-03-01,0.7083273133749509
2021-04-01,0.821890915406006
2021-05-01,0.80171051547627
2021-06-01,0.929066290235704
2021-07-01,0.4810523526294039
2021-08-01,0.2065911363611609
2021-09-01,0.2715970859058209
2021-10-01,0.8308118552003179
2021-11-01,0.4913427504347619
2021-12-01,0.307251716148357
2022-01-01,0.8414573783545228
2022-02-01,0.9133979256476968
2022-03-01,1.3351379548562698
2022-04-01,0.558253102565497
2022-05-01,1.10235239995988
2022-06-01,1.37360757588199
2022-07-01,-0.0118119138337544
2022-08-01,-0.0354399276350673
2022-09-01,0.2150784513001038
2022-10-01,0.405649443411221
2022-11-01,-0.1010026441888139
2022-12-01,-0.3070091464541119
2023-01-01,0.799536383454017
2023-02-01,0.55821105057323
2023-03-01,0.3310729956123049
2023-04-01,0.50590386832584
2023-05-01,0.251843501020241
2023-06-01,0.3228914236486449
2023-07-01,0.1907515019222698
2023-08-01,0.4367155068353529
2023-09-01,0.2485131552376499
2023-10-01,-0.0383379522984981
2023-11-01,-0.201513954841356
2023-12-01,-0.0993320327893392
2024-01-01,0.5447503797930419
2024-02-01,0.618967177555072
2024-03-01,0.6464169937420629
